Enrollmentno,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10
E8186,C5588-CSE,C5479-IT,C6073-EC,C5207-EC,C5583-EC,C7198-ME,C2051-EC,C2547-EE,C9751-EE,C8743-ICT
E9347,C6706-IT,C6679-ME,C9846-ME,C2642-EC,C6416-ME,C7951-ME,C6301-ME,C1745-ICT,C1961-EE,C8772-EE
E6576,C4515-IT,C8743-ME,C2165-ME,C7479-EC,C7343-EC,C8198-EC,C5848-ME,C2921-CH,C3232-EE,C9846-ICT
E7531,C2002-IT,C2051-ME,C1282-ME,C5532-ME,C6679-EC,C5583-ME,C1902-EC,C5132-EE,C7937-ICT,C2458-CH
E9729,C3397-IT,C2002-IT,C7479-ME,C2062-EC,C9143-ME,C5989-ME,C8611-ME,C8405-ICT,C2051-IC,C9277-EE
E5320,C4566-ME,C9143-ME,C6679-EC,C5583-EC,C7906-ME,C9416-EC,C3397-EC,C9896-ICT,C9739-EE,C9356-ICT
E7694,C7128-CSE,C2642-ME,C4083-ME,C9557-ME,C2642-EC,C9769-ME,C5588-EC,C9751-EE,C3799-ICT,C4885-CH
E1067,C2558-CSE,C4070-CSE,C4695-ME,C1899-EC,C9739-ME,C4922-ME,C8203-EC,C9120-CH,C7937-EE,C9143-CH
E9456,C5848-ME,C7343-CSE,C3397-CSE,C9143-ME,C2458-EC,C3900-ME,C2002-ME,C9896-CH,C1899-IC,C2996-EE
E4324,C8403-IT,C5132-IT,C7198-ME,C3799-EC,C9080-ME,C9277-ME,C9769-EC,C9739-ICT,C5989-EE,C7479-IC
E3039,C9080-ME,C3397-CSE,C3971-IT,C6416-ME,C6525-EC,C8611-ME,C3232-EC,C5132-IC,C2165-CH,C3305-EE
E7495,C4922-IT,C2558-IT,C3232-ME,C6073-EC,C6416-ME,C6416-ME,C9896-EC,C9080-IC,C5049-IC,C8813-CH
E0392,C8743-ME,C2458-IT,C7343-ME,C4000-EC,C9846-ME,C7134-ME,C3305-ME,C2002-ICT,C7071-IC,C8852-IC
E3411,C9739-ME,C5588-ME,C9739-ME,C4000-EC,C5602-ME,C2062-ME,C9080-EC,C9080-EE,C7134-IC,C6706-CH
E2984,C9846-ME,C9225-IT,C5207-ME,C6706-ME,C5848-EC,C8203-ME,C6073-EC,C9225-ICT,C5848-ICT,C6525-ICT
E0371,C8405-IT,C1899-ME,C8200-CSE,C4852-ME,C7151-EC,C5019-ME,C9143-EC,C8405-EE,C9751-ICT,C9751-EE
E9474,C5989-CSE,C7151-CSE,C6792-IT,C9356-EC,C7128-ME,C2547-ME,C9739-ME,C8405-ICT,C2342-ICT,C2000-EE
E0612,C5717-CSE,C9143-CSE,C4953-ME,C9896-EC,C8200-ME,C4566-ME,C2511-ME,C1899-EE,C8852-ICT,C7198-EE
E7813,C7937-ME,C4922-IT,C4922-ME,C7151-EC,C6706-ME,C2996-ME,C8743-ME,C5602-IC,C9416-IC,C9739-EE
E7087,C9896-ME,C5479-IT,C5302-ME,C9590-ME,C7198-ME,C4083-EC,C3971-ME,C2458-ICT,C7128-CH,C5724-CH
E9024,C9557-ME,C4922-CSE,C3397-CSE,C9120-ME,C7748-EC,C1648-EC,C7748-EC,C7748-IC,C2000-CH,C2642-ICT
E4528,C9356-ME,C5989-IT,C9846-ME,C8200-EC,C2342-ME,C5989-ME,C5602-ME,C9769-CH,C1902-ICT,C7937-EE
E5503,C3971-CSE,C4083-IT,C7466-ME,C7951-ME,C4650-EC,C9038-EC,C3232-EC,C6301-CH,C9739-IC,C5207-ICT
E4091,C2921-CSE,C8611-IT,C1902-IT,C3900-ME,C6301-ME,C4922-EC,C7748-EC,C7151-ICT,C9080-EE,C5302-CH
E7828,C4083-IT,C3971-IT,C2558-EC,C2921-ME,C7343-ME,C5848-EC,C8426-ME,C5724-CH,C8743-CH,C2458-CH
E0748,C1282-ME,C5302-IT,C9846-CSE,C2002-ME,C5302-EC,C8426-ME,C9143-EC,C7951-ICT,C9896-EE,C8743-ICT
E6602,C5989-ME,C7071-CSE,C8405-ME,C9670-ME,C7937-EC,C9143-EC,C7151-ME,C9896-CH,C7906-IC,C5724-EE
E9642,C4000-IT,C8198-ME,C3998-IT,C7748-ME,C5207-EC,C4852-ME,C5583-ME,C6679-CH,C8200-IC,C2547-CH
E3776,C4083-IT,C1648-CSE,C3971-IT,C2051-EC,C5989-ME,C8772-ME,C7343-ME,C7151-CH,C5532-CH,C7343-EE
E3686,C8772-CSE,C3799-IT,C7906-CSE,C7198-ME,C4852-ME,C7198-ME,C4070-EC,C4650-ICT,C9846-EE,C6706-CH
E0381,C2002-ME,C5019-ME,C4000-EC,C2165-EC,C8200-EC,C3998-EC,C3971-EC,C9225-CH,C5019-CH,C1961-ICT
E4711,C4922-IT,C4515-IT,C7128-CSE,C6792-EC,C2165-EC,C9225-ME,C4515-EC,C5717-IC,C1282-CH,C8405-EE
E0731,C2558-IT,C9739-ME,C7479-EC,C1648-EC,C8403-EC,C9557-ME,C4000-EC,C6679-IC,C4000-EE,C1961-CH
E2498,C6698-ME,C3973-IT,C5989-EC,C5532-ME,C3305-ME,C9769-ME,C4070-EC,C7951-ICT,C6525-CH,C7128-ICT
E0639,C1899-CSE,C4852-CSE,C9080-EC,C5588-EC,C5989-ME,C5583-EC,C5588-EC,C6792-EE,C3900-IC,C7479-IC
E2368,C2996-IT,C9751-ME,C4695-ME,C3998-ME,C6073-EC,C7198-ME,C5583-ME,C8772-CH,C6698-EE,C9416-ICT
E2760,C9896-CSE,C2000-CSE,C3397-EC,C5848-ME,C2996-ME,C9590-ME,C9896-ME,C1745-ICT,C8200-ICT,C8198-EE
E3212,C9356-IT,C7343-IT,C2511-ME,C4695-ME,C8405-ME,C8743-EC,C6301-ME,C3900-CH,C8743-EE,C4852-IC
E8120,C9896-IT,C7466-ME,C1745-ME,C5302-ME,C3305-ME,C2921-EC,C8198-ME,C9225-ICT,C2458-CH,C4852-IC
E6198,C4070-ME,C2511-ME,C8200-EC,C7151-ME,C7748-EC,C7748-EC,C3305-ME,C6073-EE,C7951-ICT,C2000-EE
E1619,C7134-IT,C9356-CSE,C7748-IT,C8405-EC,C2458-EC,C5848-EC,C3397-EC,C7906-ICT,C2051-ICT,C1648-IC
E8640,C2558-ME,C3998-IT,C3305-EC,C9120-ME,C8200-ME,C3971-EC,C3232-ME,C5848-ICT,C5049-IC,C9225-CH
E9178,C9356-ME,C7198-IT,C4695-ME,C5989-ME,C2547-ME,C7937-ME,C5583-EC,C1648-CH,C9769-IC,C7151-CH
E1917,C8405-CSE,C9143-ME,C6792-EC,C2342-ME,C1899-EC,C2921-ME,C2642-ME,C9670-IC,C4070-CH,C2558-IC
E4707,C1899-CSE,C8203-CSE,C4650-IT,C1745-ME,C9590-EC,C3973-ME,C5989-ME,C9356-ICT,C9896-ICT,C7906-ICT
E1849,C2051-CSE,C3973-IT,C9896-CSE,C8772-ME,C9896-ME,C7466-EC,C5583-ME,C6792-CH,C6525-ICT,C4083-ICT
E3031,C7951-ME,C9670-ME,C3232-ME,C8198-ME,C6706-EC,C3900-EC,C4852-ME,C4070-CH,C2642-IC,C1648-EE
E9981,C3397-CSE,C9590-ME,C2342-ME,C8200-EC,C2002-ME,C2547-ME,C4695-ME,C4695-CH,C5724-CH,C4650-ICT
E0153,C6679-ME,C8743-CSE,C6706-CSE,C2921-EC,C9277-EC,C9769-EC,C2002-ME,C7198-EE,C1745-ICT,C4515-IC
E3600,C4885-IT,C4650-IT,C4070-ME,C2996-ME,C8405-EC,C5207-ME,C4070-ME,C8200-EE,C8198-ICT,C6698-EE
E1996,C8198-CSE,C3232-CSE,C2002-CSE,C4953-EC,C4515-EC,C8772-ME,C9846-ME,C4852-ICT,C9416-EE,C1902-CH
E2834,C9277-CSE,C8743-CSE,C1899-EC,C8405-ME,C7198-ME,C7343-ME,C9038-EC,C9751-EE,C3397-EE,C9846-ICT
E9799,C2002-ME,C9751-IT,C7151-IT,C7151-ME,C9416-EC,C7343-ME,C6416-ME,C8405-IC,C2062-ICT,C2458-ICT
E1636,C6706-ME,C9080-ME,C2062-IT,C6301-ME,C4953-EC,C4885-EC,C7151-ME,C5583-EE,C7128-IC,C7128-IC
E5026,C5479-IT,C1899-ME,C8743-CSE,C9120-ME,C4083-ME,C4953-EC,C9590-EC,C7937-ICT,C6706-EE,C1282-IC
E4565,C6698-ME,C7479-CSE,C6698-CSE,C7466-EC,C3799-EC,C8743-EC,C8813-EC,C8403-EE,C8200-IC,C7937-ICT
E8300,C2165-CSE,C8200-CSE,C4000-EC,C3799-EC,C3305-ME,C9769-EC,C5019-EC,C7343-CH,C2002-ICT,C7198-EE
E5279,C4515-IT,C2165-ME,C2062-EC,C2342-ME,C7937-ME,C3305-EC,C8426-EC,C5019-CH,C1282-ICT,C7937-ICT
E2891,C2342-IT,C3973-CSE,C9896-CSE,C8813-EC,C4083-EC,C6073-ME,C1902-EC,C1282-CH,C7748-ICT,C3971-EE
E7109,C8772-CSE,C2458-CSE,C7198-IT,C4953-ME,C7071-ME,C9080-EC,C6525-ME,C9356-ICT,C6073-ICT,C8403-CH
E8520,C3973-ME,C9356-ME,C3397-EC,C9143-EC,C2051-EC,C2051-EC,C5207-ME,C8611-CH,C3900-CH,C8405-EE
E7529,C9143-ME,C1902-IT,C7906-ME,C2062-ME,C9896-EC,C9143-EC,C2996-ME,C8813-EE,C5302-CH,C4852-ICT
E5648,C2000-CSE,C5588-ME,C8198-EC,C2000-ME,C1902-ME,C4922-ME,C9080-ME,C3998-CH,C4852-IC,C9120-CH
E1264,C9416-ME,C7128-IT,C9590-IT,C4650-EC,C9143-ME,C3998-ME,C8772-EC,C4852-EE,C8772-EE,C4852-IC
E7026,C7951-CSE,C8743-CSE,C2062-ME,C4000-EC,C7906-ME,C9038-EC,C2996-EC,C9846-ICT,C9590-CH,C3971-EE
E5362,C7906-ME,C5049-CSE,C1282-CSE,C9670-EC,C8403-EC,C2342-ME,C2051-ME,C9356-EE,C9416-ICT,C2165-ICT
E8861,C6301-IT,C3998-CSE,C6792-EC,C6073-ME,C4922-EC,C4083-EC,C4922-EC,C2921-IC,C6416-ICT,C6416-ICT
E8969,C6706-IT,C4070-CSE,C7343-EC,C1961-EC,C5989-EC,C4852-ME,C4070-ME,C7951-CH,C6301-ICT,C1282-CH
E5793,C8611-IT,C9739-ME,C8611-ME,C7128-ME,C9751-ME,C8743-EC,C4070-ME,C4885-CH,C8611-CH,C4000-IC
E1650,C6706-IT,C8198-ME,C1961-ME,C2062-ME,C4922-ME,C8772-ME,C9739-ME,C3900-IC,C2458-EE,C5479-EE
E1393,C6301-ME,C7479-CSE,C7951-ME,C5583-ME,C3998-ME,C3397-EC,C9739-ME,C9143-CH,C2642-ICT,C5479-IC
E3622,C7198-CSE,C7951-IT,C8743-ME,C4852-ME,C1648-EC,C5302-ME,C7151-ME,C6525-ICT,C1961-CH,C9769-CH
E9058,C4566-ME,C1745-IT,C7134-CSE,C1902-ME,C8203-ME,C1961-ME,C6301-ME,C6525-IC,C6679-IC,C4650-ICT
E3449,C8405-ME,C6706-CSE,C4566-CSE,C5583-EC,C2558-EC,C2547-ME,C6679-EC,C5132-EE,C8203-IC,C2511-EE
E8187,C8200-CSE,C7134-IT,C5848-IT,C8198-ME,C9670-ME,C9769-ME,C8813-EC,C8813-IC,C1282-EE,C2002-EE
E0047,C8405-ME,C8203-ME,C9769-ME,C3305-EC,C3305-ME,C9416-EC,C3973-ME,C9143-CH,C4922-EE,C7466-ICT
E3779,C7134-CSE,C8203-CSE,C9416-ME,C8772-EC,C9416-EC,C4953-ME,C5848-ME,C2062-IC,C9557-IC,C1648-CH
E9349,C6679-IT,C7128-CSE,C7071-ME,C6792-ME,C9557-ME,C1745-ME,C9590-EC,C1282-EE,C9769-EE,C5049-ICT
E9046,C2996-ME,C8405-ME,C7198-ME,C9590-EC,C1902-EC,C8203-ME,C9416-ME,C8852-CH,C2921-IC,C2511-EE
E4332,C2000-ME,C5588-ME,C2996-ME,C7906-ME,C2642-EC,C7479-EC,C2342-ME,C9225-IC,C2642-CH,C5132-ICT
E6096,C7906-CSE,C3397-IT,C4515-IT,C4070-EC,C2062-ME,C7937-ME,C1899-EC,C8813-EE,C9557-ICT,C1648-IC
E5239,C8611-IT,C2002-ME,C5049-ME,C6525-EC,C2921-EC,C9896-ME,C1648-ME,C7951-CH,C2051-EE,C4922-ICT
E1397,C5989-CSE,C8200-CSE,C2558-ME,C4000-EC,C5848-ME,C6416-ME,C7937-ME,C2921-IC,C4566-CH,C5583-EE
E6911,C8200-CSE,C6698-IT,C7134-ME,C4953-ME,C9590-EC,C7128-ME,C9769-EC,C7906-IC,C8200-IC,C2921-CH
E2582,C8743-CSE,C6525-ME,C8852-IT,C6792-ME,C7151-EC,C1648-EC,C6525-EC,C8772-CH,C9751-ICT,C2165-ICT
E9692,C1282-CSE,C7748-IT,C7128-CSE,C2642-EC,C2062-ME,C4695-ME,C1902-ME,C1961-CH,C9590-ICT,C1648-CH
E1900,C2558-ME,C5588-CSE,C2051-EC,C4000-EC,C2165-ME,C9080-ME,C2062-ME,C2642-CH,C9356-CH,C5207-ICT
E8361,C6698-ME,C2002-IT,C8426-EC,C2458-EC,C6706-EC,C8198-ME,C5848-EC,C2458-EE,C3900-EE,C8743-CH
E7576,C2921-CSE,C9225-ME,C4650-ME,C4650-EC,C9225-ME,C9590-EC,C9277-EC,C5532-CH,C9896-ICT,C5717-IC
E5603,C4070-ME,C7128-ME,C9120-ME,C1648-EC,C8198-ME,C5583-ME,C7134-ME,C3998-IC,C9590-CH,C5989-ICT
E6946,C9277-CSE,C2342-IT,C2002-CSE,C9590-EC,C8203-ME,C2165-ME,C5848-EC,C4000-IC,C3305-IC,C2996-IC
E5874,C6301-IT,C5302-ME,C6706-CSE,C8200-ME,C7151-ME,C7951-ME,C3998-EC,C9896-EE,C9416-IC,C2921-IC
E6021,C1902-ME,C8200-ME,C5302-EC,C7479-EC,C5019-ME,C7151-ME,C9896-EC,C9739-CH,C9670-ICT,C2547-CH
E6293,C8405-CSE,C2996-IT,C8743-ME,C5583-EC,C7128-EC,C2921-ME,C8198-ME,C2996-CH,C9739-CH,C6679-IC
E4114,C9416-ME,C9896-ME,C5532-CSE,C7748-ME,C1745-EC,C2511-EC,C7479-ME,C5588-EE,C5848-ICT,C8772-CH
E7573,C3971-ME,C2165-IT,C8200-ME,C9356-ME,C4885-EC,C6679-ME,C9846-ME,C8772-CH,C3971-IC,C6792-ICT
E1236,C6301-CSE,C2000-IT,C2000-ME,C7128-ME,C1745-ME,C5602-EC,C7466-ME,C6416-IC,C9277-EE,C4695-ICT
E9230,C8198-CSE,C5302-CSE,C8743-ME,C5049-ME,C4083-ME,C1899-EC,C1902-ME,C7937-EE,C7134-IC,C1902-CH
E8562,C7134-CSE,C8772-IT,C1674-CSE,C7343-EC,C7479-ME,C5602-EC,C2051-ME,C4566-EE,C5583-EE,C2558-ICT
E0453,C5479-CSE,C3998-ME,C9670-ME,C6525-EC,C7479-EC,C5132-EC,C5302-EC,C6679-IC,C9739-EE,C3973-CH
E4803,C3971-CSE,C4885-CSE,C1902-ME,C3998-ME,C6792-EC,C1961-ME,C5207-ME,C1902-ICT,C9143-ICT,C4650-EE
E4450,C5989-ME,C5207-CSE,C9277-EC,C8403-EC,C9225-ME,C9739-ME,C7128-EC,C6679-ICT,C7951-EE,C9225-CH
E3667,C2000-CSE,C2062-ME,C2062-EC,C4953-EC,C6301-ME,C1899-EC,C5583-EC,C2642-EE,C9120-CH,C1902-ICT
E7423,C9080-IT,C5717-CSE,C8426-ME,C8405-ME,C5989-EC,C5588-EC,C3971-ME,C1902-IC,C6679-IC,C2996-IC
E4512,C3305-ME,C5583-CSE,C5207-EC,C2996-ME,C9416-EC,C2458-EC,C1282-ME,C2458-EE,C9120-ICT,C5479-ICT
E9055,C1282-ME,C1899-ME,C1745-EC,C1899-ME,C4083-EC,C9590-ME,C9120-ME,C4695-CH,C7134-CH,C7937-IC
E2327,C7748-IT,C2000-IT,C6525-ME,C9769-EC,C9769-EC,C5049-ME,C8203-ME,C5602-ICT,C3971-ICT,C9896-EE
E6138,C7466-CSE,C1282-CSE,C8813-CSE,C7151-EC,C7906-ME,C4695-ME,C7466-EC,C9769-EE,C4885-CH,C9557-CH
E4587,C2511-ME,C3971-CSE,C2051-ME,C9143-EC,C5989-EC,C7748-EC,C8772-ME,C5848-IC,C2642-IC,C7906-IC
E5644,C6416-ME,C2002-IT,C9143-ME,C2511-ME,C9896-EC,C5989-ME,C6525-EC,C5302-IC,C9590-CH,C2921-CH
E7811,C2062-IT,C4070-CSE,C7748-ME,C1899-EC,C9751-EC,C5207-ME,C3973-ME,C2062-IC,C1902-IC,C6301-CH
E6977,C3971-ME,C2000-CSE,C8200-EC,C2547-ME,C4953-EC,C4650-EC,C6073-EC,C9739-CH,C9225-CH,C3973-EE
E1293,C2558-IT,C7748-IT,C4070-EC,C2642-ME,C7937-ME,C2547-ME,C2511-ME,C3799-CH,C6416-EE,C1961-ICT
E8943,C7343-ME,C2342-ME,C2051-ME,C1745-EC,C2642-EC,C7951-ME,C6525-EC,C9769-ICT,C9769-EE,C5532-ICT
E1272,C3232-CSE,C6416-CSE,C4852-ME,C7748-EC,C8198-EC,C8405-EC,C3998-ME,C5302-EE,C8198-EE,C8813-CH
E1755,C9846-ME,C9277-ME,C5019-CSE,C9080-ME,C9277-ME,C1961-ME,C6416-ME,C8813-CH,C3397-EE,C2547-EE
E5229,C1648-ME,C4650-IT,C9225-ME,C8203-ME,C5989-EC,C4000-EC,C6525-EC,C7937-CH,C3900-EE,C4852-IC
E8213,C2062-ME,C3900-CSE,C4650-ME,C5588-EC,C9751-EC,C9143-EC,C8813-EC,C9225-IC,C2051-CH,C9769-EE
E1074,C7479-IT,C9751-IT,C6679-IT,C7151-EC,C7151-EC,C5302-ME,C9416-EC,C2002-EE,C5717-IC,C9739-ICT
E6777,C5049-CSE,C2000-ME,C2642-IT,C3971-ME,C7748-ME,C2002-EC,C6301-ME,C6525-IC,C9739-ICT,C3998-ICT
E8436,C9277-IT,C8200-CSE,C4953-ME,C9277-EC,C2511-ME,C2165-ME,C4852-ME,C5302-CH,C2051-CH,C5532-IC
E8170,C7071-IT,C9751-ME,C9356-ME,C2165-EC,C5302-ME,C7748-ME,C5019-ME,C2165-CH,C1899-IC,C1899-EE
E2273,C6679-ME,C9356-IT,C2558-ME,C9120-ME,C9225-ME,C5532-ME,C6301-ME,C3900-EE,C5848-IC,C8852-IC
E4521,C3305-ME,C2558-ME,C2165-CSE,C9416-EC,C5049-ME,C5989-EC,C4695-ME,C2165-ICT,C6301-ICT,C8743-EE
E6073,C6525-CSE,C3397-CSE,C9590-CSE,C4070-EC,C4515-EC,C3397-ME,C2511-ME,C7937-CH,C5049-IC,C7128-IC
E0501,C9896-CSE,C8611-IT,C1899-IT,C3305-ME,C2000-ME,C9751-EC,C5049-ME,C2458-CH,C9896-ICT,C5848-ICT
E2674,C2921-ME,C3305-IT,C5049-IT,C8403-EC,C4083-ME,C2642-EC,C9769-ME,C3900-IC,C8426-IC,C7128-EE
E3717,C5602-ME,C6301-CSE,C8611-ME,C4650-ME,C3998-ME,C7748-ME,C9769-EC,C6301-ICT,C5207-ICT,C8743-CH
E4492,C5302-ME,C8772-ME,C7071-ME,C9277-ME,C2342-ME,C8426-EC,C9416-ME,C5207-IC,C2558-IC,C6416-ICT
E7855,C5302-CSE,C6792-ME,C7479-IT,C9356-ME,C5848-ME,C6706-ME,C6698-ME,C5532-IC,C2511-EE,C1961-CH
E0953,C5302-IT,C9356-CSE,C6416-CSE,C2342-EC,C5602-EC,C2002-EC,C2342-ME,C9769-IC,C5588-EE,C7128-ICT
E1294,C6301-IT,C1899-IT,C5588-ME,C5019-ME,C2342-ME,C3799-EC,C8198-EC,C1902-ICT,C9080-CH,C8743-ICT
E2770,C3799-CSE,C3900-ME,C6698-ME,C7343-ME,C1648-ME,C5848-EC,C5207-ME,C9896-EE,C1648-CH,C6792-IC
E3412,C7343-ME,C4566-ME,C5602-EC,C5302-EC,C3971-EC,C8198-ME,C2458-EC,C9143-IC,C7466-IC,C9277-EE
E1654,C2642-ME,C1961-ME,C8743-IT,C3971-EC,C8203-EC,C8405-EC,C5602-ME,C7937-CH,C6698-CH,C6792-IC
E1789,C1282-IT,C5302-ME,C7479-CSE,C1902-EC,C2165-ME,C7128-ME,C9080-EC,C8198-IC,C9590-CH,C5717-IC
E1686,C2558-IT,C5302-IT,C5602-ME,C9670-ME,C6301-ME,C1899-ME,C1902-ME,C4566-CH,C7906-EE,C9846-IC
E7563,C1648-IT,C4083-ME,C3305-ME,C9670-EC,C9277-EC,C9846-ME,C4515-EC,C2165-ICT,C5989-EE,C2996-EE
E0268,C2547-ME,C2051-CSE,C7906-ME,C5583-ME,C3232-EC,C5019-EC,C7466-EC,C9120-EE,C8198-CH,C7466-IC
E1106,C2511-ME,C4922-IT,C3397-ME,C4695-ME,C3971-EC,C7906-ME,C4922-EC,C5989-IC,C9120-EE,C9277-ICT
E3656,C9846-ME,C9080-CSE,C3973-CSE,C2342-EC,C4953-EC,C1745-EC,C2342-EC,C9769-EE,C8852-CH,C8813-ICT
E5626,C3232-ME,C4650-IT,C3900-ME,C9038-EC,C3305-EC,C7128-EC,C3397-EC,C5588-EE,C9416-CH,C9277-EE
E6014,C6301-IT,C5302-ME,C6792-ME,C5019-ME,C1899-EC,C5302-ME,C9896-EC,C2165-CH,C8203-IC,C5848-IC
E8193,C2165-IT,C7128-ME,C2051-ME,C7071-ME,C1745-EC,C4566-ME,C8403-EC,C5532-CH,C9590-CH,C1902-ICT
E2892,C8611-CSE,C5019-IT,C2458-IT,C3799-EC,C2642-EC,C9751-ME,C8426-EC,C5132-IC,C8198-ICT,C9225-IC
E5044,C1648-CSE,C1745-ME,C8426-ME,C3973-ME,C7748-ME,C7937-ME,C6706-EC,C2547-ICT,C7151-CH,C8405-IC
E9381,C7071-IT,C2165-IT,C3397-ME,C8611-ME,C8203-ME,C9038-EC,C8426-EC,C8426-IC,C7343-EE,C1674-IC
E4378,C7479-CSE,C2002-IT,C7951-ME,C5848-ME,C8405-EC,C8743-EC,C2996-EC,C4515-ICT,C2642-ICT,C7951-EE
E2543,C7128-ME,C2165-CSE,C5848-EC,C2558-ME,C9896-ME,C1648-EC,C5532-ME,C6679-ICT,C8426-ICT,C8203-EE
E5290,C8403-CSE,C1745-IT,C5583-ME,C2996-EC,C3971-ME,C9080-EC,C7466-EC,C9356-IC,C7937-IC,C1282-ICT
E2735,C8200-ME,C7151-IT,C4650-ME,C3232-EC,C9356-EC,C2062-ME,C5532-ME,C8852-ICT,C5588-CH,C8203-IC
E3624,C4566-ME,C9080-CSE,C8852-CSE,C7198-ME,C2511-EC,C1902-EC,C5588-EC,C4566-EE,C9038-EE,C1648-ICT
E5910,C7937-ME,C3397-IT,C7748-IT,C2051-ME,C5989-ME,C5583-EC,C5207-EC,C3998-IC,C5583-EE,C9277-IC
E3398,C9557-IT,C9557-IT,C6698-ME,C3973-ME,C9356-EC,C1648-EC,C8405-ME,C5848-IC,C8198-ICT,C4515-ICT
E8633,C9557-CSE,C6301-IT,C5588-ME,C7937-EC,C7071-ME,C9846-ME,C5602-ME,C6792-ICT,C2342-IC,C3799-ICT
E7390,C4566-ME,C6525-IT,C2558-ME,C3397-EC,C3998-EC,C4922-EC,C1961-ME,C5049-CH,C5724-EE,C9225-ICT
E5210,C5588-IT,C7937-ME,C4083-ME,C2558-EC,C5132-EC,C9557-ME,C4922-ME,C2458-EE,C4000-IC,C9080-IC
E5116,C4070-CSE,C9557-CSE,C7071-ME,C3971-EC,C6416-ME,C3799-EC,C1961-ME,C2165-CH,C1902-CH,C2642-IC
E5264,C9143-CSE,C6698-IT,C2165-CSE,C5132-EC,C7937-ME,C2342-ME,C4000-EC,C2062-IC,C5588-CH,C6706-IC
E7779,C6416-ME,C1648-ME,C1899-EC,C9080-ME,C7198-ME,C1961-EC,C1961-EC,C3998-EE,C4852-CH,C3998-ICT
E9442,C3971-ME,C2062-ME,C7151-CSE,C2547-ME,C9225-ME,C1899-EC,C2062-EC,C9739-CH,C4515-IC,C4515-CH
E5456,C8203-ME,C9356-CSE,C3397-IT,C1282-ME,C6679-EC,C5302-EC,C7151-ME,C9769-IC,C9739-CH,C3305-EE
E3910,C9277-ME,C5302-ME,C2051-IT,C8772-ME,C9080-ME,C7128-EC,C8198-ME,C1902-IC,C8611-ICT,C8743-IC
E2884,C5848-ME,C5588-ME,C9670-ME,C9143-ME,C5049-ME,C7128-ME,C9590-ME,C5019-IC,C8813-IC,C7071-IC
E4399,C7134-CSE,C5989-ME,C7128-CSE,C9143-EC,C2165-EC,C7134-ME,C9670-ME,C9143-ICT,C5207-EE,C4083-EE
E5836,C5583-ME,C7198-IT,C7479-IT,C9038-EC,C5207-ME,C5583-ME,C3232-EC,C8813-CH,C3232-EE,C7128-EE
E3456,C4083-IT,C5019-CSE,C9896-ME,C3232-EC,C4083-EC,C5848-EC,C5989-EC,C6792-ICT,C3998-CH,C6301-EE
E6677,C8203-ME,C1745-ME,C7071-ME,C3971-EC,C6416-ME,C9751-ME,C7479-EC,C2558-EE,C7128-IC,C8813-IC
E2567,C8198-CSE,C3973-IT,C7198-CSE,C2547-ME,C2342-EC,C8772-EC,C4070-EC,C7951-EE,C3998-EE,C7479-EE
E7166,C1899-IT,C3397-IT,C7937-CSE,C3305-ME,C9670-ME,C1745-ME,C8203-EC,C1648-CH,C7748-IC,C3998-ICT
E5321,C9846-ME,C2000-ME,C4083-ME,C4000-EC,C2511-EC,C9277-EC,C1745-ME,C7951-ICT,C7198-EE,C3305-IC
E0516,C2511-IT,C2996-ME,C8198-CSE,C2002-ME,C7128-EC,C7071-ME,C5049-ME,C3799-ICT,C8203-CH,C3900-ICT
E2459,C2558-ME,C7151-CSE,C1674-CSE,C6525-EC,C6792-ME,C4083-ME,C3971-ME,C3900-ICT,C7466-ICT,C1674-IC
E1286,C9416-CSE,C5207-ME,C5207-ME,C4922-EC,C2165-ME,C5207-EC,C1961-EC,C4083-ICT,C1674-CH,C8403-CH
E6055,C3973-IT,C2642-IT,C8611-CSE,C9896-ME,C1961-ME,C7343-ME,C9751-ME,C4515-IC,C6416-CH,C9120-EE
E6350,C1899-ME,C4852-ME,C4852-ME,C9670-ME,C8198-EC,C6679-ME,C2511-ME,C4515-IC,C9225-IC,C8198-ICT
E1786,C9225-IT,C7343-IT,C8198-EC,C3998-EC,C5602-ME,C8743-ME,C5532-ME,C5302-CH,C7134-ICT,C1282-ICT
E7571,C8611-CSE,C5532-ME,C3900-ME,C2062-EC,C5848-ME,C6679-ME,C9143-EC,C1282-ICT,C3971-ICT,C6073-IC
E3490,C9143-ME,C9277-CSE,C7343-ME,C8198-EC,C7748-ME,C2511-EC,C7128-ME,C9080-CH,C8743-ICT,C9225-IC
E0189,C5848-ME,C5588-ME,C6792-IT,C8200-EC,C5207-ME,C9225-ME,C4922-EC,C9557-ICT,C2002-CH,C4922-IC
E7050,C9846-ME,C3305-CSE,C9896-CSE,C9670-EC,C7198-ME,C6073-EC,C9277-EC,C4070-ICT,C7151-CH,C6301-ICT
E2345,C5207-CSE,C8611-IT,C9277-ME,C8772-EC,C2996-ME,C4953-EC,C9225-ME,C9277-EE,C4070-CH,C4070-ICT
E7469,C6698-ME,C2342-IT,C7128-IT,C7937-ME,C8198-EC,C2511-ME,C6792-ME,C2000-ICT,C9143-IC,C8200-ICT
E1580,C5588-ME,C4070-ME,C4953-ME,C7151-EC,C4922-EC,C3971-ME,C5019-EC,C3998-CH,C6698-CH,C8743-EE
