Enrollmentno,sub1,sub2,sub3,sub4,sub5,Total,Rank
E6930,54,46,73,93,100,366,3529
E2175,61,70,71,75,89,366,3530
E8435,77,100,48,84,57,366,3531
E2026,41,76,79,99,71,366,3532
E6263,85,100,52,59,70,366,3533
E8433,55,94,86,51,80,366,3534
E3547,66,87,43,85,85,366,3535
E9450,79,65,92,63,67,366,3536
E5873,100,45,48,87,86,366,3537
E6767,85,55,90,59,77,366,3538
E5404,64,81,95,52,74,366,3539
E3126,84,99,79,64,40,366,3540
E4751,99,72,86,42,67,366,3541
E4392,46,86,98,54,82,366,3542
E5902,54,82,61,89,80,366,3543
E4849,52,75,84,69,86,366,3544
E4674,70,44,100,57,95,366,3545
E2638,43,81,81,100,60,365,3546
E8041,79,64,41,87,94,365,3547
E2022,48,90,56,71,100,365,3548
E8681,78,46,75,80,86,365,3549
E3856,57,84,81,96,47,365,3550
E5592,81,57,66,69,92,365,3551
E5334,94,87,45,96,43,365,3552
E8889,99,78,52,85,51,365,3553
E2414,50,70,94,84,67,365,3554
E6829,87,59,64,84,71,365,3555
E1387,64,68,99,46,88,365,3556
E0370,54,72,67,74,98,365,3557
E0106,65,95,48,59,98,365,3558
E4838,51,69,53,95,97,365,3559
E8712,77,70,47,86,85,365,3560
E0401,70,97,65,42,91,365,3561
E8161,43,82,51,96,93,365,3562
E5156,99,100,68,40,58,365,3563
E1049,78,74,76,94,43,365,3564
E2855,74,86,75,47,83,365,3565
E7837,75,81,79,40,90,365,3566
E3845,98,65,70,85,47,365,3567
E6442,68,80,68,60,89,365,3568
E0469,73,80,69,78,65,365,3569
E0278,77,99,47,61,81,365,3570
E3613,90,80,85,49,61,365,3571
E9108,95,94,42,63,71,365,3572
E7367,57,77,79,56,96,365,3573
E9100,75,97,62,62,69,365,3574
E8674,88,68,69,97,43,365,3575
E1560,74,42,83,85,81,365,3576
E9468,95,40,50,87,93,365,3577
E6547,86,52,72,75,80,365,3578
E8245,52,92,93,64,64,365,3579
E5863,78,72,81,80,54,365,3580
E8620,94,95,52,44,80,365,3581
E8218,62,51,82,99,71,365,3582
E3839,81,66,43,86,89,365,3583
E5797,78,57,68,74,88,365,3584
E5200,81,92,41,66,85,365,3585
E1530,82,64,87,53,79,365,3586
E9809,72,72,41,91,89,365,3587
E8346,44,77,61,98,85,365,3588
E6170,69,66,88,47,95,365,3589
E7004,69,57,60,86,93,365,3590
E5543,85,42,87,65,86,365,3591
E7915,98,69,42,88,68,365,3592
E1978,62,77,61,84,81,365,3593
E6531,69,94,55,91,56,365,3594
E4929,54,89,77,49,96,365,3595
E5560,51,76,87,81,70,365,3596
E1894,52,100,63,83,67,365,3597
E9382,98,60,66,83,58,365,3598
E7243,50,51,76,89,99,365,3599
E1962,95,56,75,99,40,365,3600
E2056,56,70,53,95,91,365,3601
E5780,41,77,95,88,64,365,3602
E0136,70,95,54,86,60,365,3603
E1141,48,78,76,68,95,365,3604
E6311,78,43,62,95,87,365,3605
E0576,49,75,70,95,76,365,3606
E9423,77,69,44,95,80,365,3607
E1959,88,93,54,52,78,365,3608
E3171,99,44,51,97,74,365,3609
E4344,44,99,87,76,59,365,3610
E2974,62,100,65,96,42,365,3611
E5825,91,66,61,77,70,365,3612
E3017,71,50,77,91,76,365,3613
E8918,87,49,94,42,93,365,3614
E3928,56,77,73,92,67,365,3615
E1061,62,68,95,90,50,365,3616
E2798,86,57,76,91,55,365,3617
E9873,54,77,60,79,95,365,3618
E9336,96,73,79,67,50,365,3619
E8970,74,41,94,79,77,365,3620
E3854,69,74,99,54,69,365,3621
E8684,87,79,65,50,84,365,3622
E4791,99,70,64,59,73,365,3623
E5253,99,77,49,85,55,365,3624
E8873,72,85,75,71,62,365,3625
E3473,82,85,41,96,61,365,3626
E5466,46,80,67,88,84,365,3627
E4032,71,73,81,68,72,365,3628
E3833,58,75,86,66,80,365,3629
E9592,47,98,41,94,85,365,3630
E8177,78,75,47,80,85,365,3631
E8363,98,57,55,59,96,365,3632
E6971,66,71,76,73,79,365,3633
E7873,41,56,88,90,90,365,3634
E4629,84,65,89,69,58,365,3635
E1708,97,63,72,52,81,365,3636
E0968,92,61,91,79,42,365,3637
E6824,83,56,93,76,57,365,3638
E9265,77,53,65,94,76,365,3639
E8573,79,93,87,42,64,365,3640
E8816,93,64,66,79,63,365,3641
E5966,69,88,67,71,70,365,3642
E4250,63,61,88,61,92,365,3643
E7010,76,92,48,87,62,365,3644
E3150,94,71,88,66,46,365,3645
E8791,69,82,59,74,81,365,3646
E3246,98,96,45,54,72,365,3647
E9220,92,52,67,77,77,365,3648
E7564,57,92,63,94,59,365,3649
E6287,51,93,45,100,76,365,3650
E9894,99,59,76,52,79,365,3651
E9419,100,45,57,64,99,365,3652
E0693,42,96,74,85,68,365,3653
E8052,61,95,77,89,43,365,3654
E8802,80,71,75,75,64,365,3655
E4551,60,87,68,57,92,364,3656
E3439,77,66,85,72,64,364,3657
E6719,83,94,55,79,53,364,3658
E7862,65,81,71,65,82,364,3659
E1262,70,89,64,92,49,364,3660
E9655,89,69,77,66,63,364,3661
E2103,88,58,52,70,96,364,3662
E1199,69,96,77,50,72,364,3663
E0814,53,55,97,65,94,364,3664
E8323,96,60,64,70,74,364,3665
E7575,57,94,60,87,66,364,3666
E0760,64,100,43,97,60,364,3667
E2579,52,97,50,73,92,364,3668
E0584,50,92,96,72,54,364,3669
E3260,52,83,95,77,57,364,3670
E2636,67,87,87,63,60,364,3671
E9579,89,62,69,64,80,364,3672
E7022,79,90,45,86,64,364,3673
E4858,55,61,100,73,75,364,3674
E4317,68,45,84,99,68,364,3675
E4908,58,75,59,100,72,364,3676
E3086,42,97,73,84,68,364,3677
E4600,66,76,65,85,72,364,3678
E2972,63,91,73,77,60,364,3679
E1436,69,100,87,61,47,364,3680
E9202,78,53,46,95,92,364,3681
E2894,74,60,51,98,81,364,3682
E8031,94,82,73,40,75,364,3683
E5572,72,52,96,87,57,364,3684
E3406,71,63,52,90,88,364,3685
E9593,92,40,71,79,82,364,3686
E1292,90,64,92,68,50,364,3687
E6019,68,93,58,77,68,364,3688
E5349,73,55,71,91,74,364,3689
E5715,72,53,70,99,70,364,3690
E0350,93,48,70,76,77,364,3691
E8304,90,50,75,70,79,364,3692
E5600,84,52,68,99,61,364,3693
E1715,43,97,98,49,77,364,3694
E8313,71,86,82,64,61,364,3695
E6548,98,58,58,64,86,364,3696
E8934,81,90,74,41,78,364,3697
E3116,75,60,99,87,43,364,3698
E3860,67,62,55,99,81,364,3699
E7754,57,61,76,80,90,364,3700
E3876,74,57,72,70,91,364,3701
E5748,57,72,90,45,100,364,3702
E5165,51,69,95,49,100,364,3703
E7552,68,86,99,40,71,364,3704
E7258,53,97,84,45,85,364,3705
E1110,70,80,49,84,81,364,3706
E6753,41,84,49,96,94,364,3707
E6101,74,48,74,73,95,364,3708
E9653,43,75,74,77,95,364,3709
E9890,87,86,85,40,66,364,3710
E9743,45,100,52,96,71,364,3711
E0821,75,93,70,71,55,364,3712
E9501,91,63,56,91,63,364,3713
E6156,50,78,89,47,100,364,3714
E0231,51,64,79,88,82,364,3715
E7136,73,89,49,81,72,364,3716
E8601,81,93,64,77,49,364,3717
E0022,88,55,92,55,74,364,3718
E7640,65,90,46,72,91,364,3719
E0873,53,91,55,90,75,364,3720
E3946,51,90,96,79,48,364,3721
E5132,77,60,79,63,85,364,3722
E6740,76,93,43,76,76,364,3723
E7017,73,81,70,100,40,364,3724
E5483,62,67,59,99,77,364,3725
E2044,96,73,55,61,79,364,3726
E2811,69,82,43,98,72,364,3727
E4337,65,98,65,46,90,364,3728
E2117,65,58,89,54,98,364,3729
E6509,47,87,86,70,74,364,3730
E4141,76,41,93,97,57,364,3731
E7226,63,46,96,100,59,364,3732
E1741,77,92,50,88,57,364,3733
E3068,65,66,80,65,88,364,3734
E6851,69,81,94,66,54,364,3735
E4464,86,74,87,72,45,364,3736
E5407,80,91,59,75,59,364,3737
E7493,45,93,98,87,41,364,3738
E0959,95,49,94,78,48,364,3739
E6552,63,60,77,94,70,364,3740
E1833,97,60,79,75,53,364,3741
E3972,79,99,77,54,54,363,3742
E4375,81,76,79,51,76,363,3743
E0822,82,51,93,82,55,363,3744
E3429,91,52,73,91,56,363,3745
E0471,83,64,70,46,100,363,3746
E6181,53,86,93,41,90,363,3747
E6773,88,87,52,74,62,363,3748
E7251,52,86,98,53,74,363,3749
E9441,47,87,95,93,41,363,3750
E5556,48,89,66,78,82,363,3751
E8521,97,82,65,43,76,363,3752
E5270,44,56,92,72,99,363,3753
E0933,73,90,91,46,63,363,3754
E1084,64,52,64,97,86,363,3755
E0010,88,62,85,55,73,363,3756
E9007,56,42,88,96,81,363,3757
E1301,75,49,65,84,90,363,3758
E7840,74,79,54,96,60,363,3759
E5886,58,64,89,61,91,363,3760
E7038,52,98,72,90,51,363,3761
E8838,61,60,55,93,94,363,3762
E1638,82,60,84,88,49,363,3763
E9080,87,70,98,54,54,363,3764
E5504,99,70,53,81,60,363,3765
E1498,94,61,50,99,59,363,3766
E5378,96,67,81,67,52,363,3767
E0101,100,71,67,61,64,363,3768
E7182,95,43,74,91,60,363,3769
E5709,97,77,83,49,57,363,3770
E8364,91,47,80,90,55,363,3771
E3772,92,92,63,46,70,363,3772
E7129,64,49,82,73,95,363,3773
E1937,85,75,76,49,78,363,3774
E0292,87,44,89,99,44,363,3775
E7211,44,61,88,70,100,363,3776
E0198,78,49,71,84,81,363,3777
E4281,45,62,77,83,96,363,3778
E9805,91,58,56,96,62,363,3779
E1930,76,73,99,72,43,363,3780
E7786,57,99,70,59,78,363,3781
E7741,59,77,78,99,50,363,3782
E2105,91,73,59,70,70,363,3783
E0544,65,77,61,86,74,363,3784
E9516,100,80,47,89,47,363,3785
E2718,53,89,76,100,45,363,3786
E1327,77,89,63,68,66,363,3787
E5800,51,72,74,69,97,363,3788
E1281,59,51,78,75,100,363,3789
E2657,87,72,56,56,92,363,3790
E1222,97,56,41,74,95,363,3791
E1480,77,75,93,46,72,363,3792
E2618,50,67,76,86,84,363,3793
E3732,51,95,63,78,76,363,3794
E0879,91,46,99,79,48,363,3795
E2929,75,71,61,67,89,363,3796
E4352,93,59,96,70,45,363,3797
E8460,97,48,85,59,74,363,3798
E2050,93,91,72,64,43,363,3799
E0665,84,50,98,54,77,363,3800
E8345,45,52,98,99,69,363,3801
E2535,55,76,62,84,86,363,3802
E4195,78,98,69,47,71,363,3803
E1865,65,55,81,94,68,363,3804
E8925,100,80,48,40,95,363,3805
E2244,87,60,85,50,81,363,3806
E5711,80,84,64,57,78,363,3807
E8720,94,55,96,58,60,363,3808
E9911,92,57,80,85,49,363,3809
E1177,57,83,70,58,95,363,3810
E4425,60,65,56,91,91,363,3811
E1333,98,69,65,52,79,363,3812
E6900,86,40,77,60,100,363,3813
E2463,79,80,81,70,53,363,3814
E7939,56,61,98,60,88,363,3815
E5173,94,92,43,80,54,363,3816
E1432,86,69,83,48,77,363,3817
E2970,86,50,82,93,52,363,3818
E1816,94,54,62,93,60,363,3819
E7253,47,97,93,81,45,363,3820
E1989,75,85,73,68,62,363,3821
E8846,64,91,96,68,44,363,3822
E2071,40,69,98,66,90,363,3823
E3055,82,86,58,75,62,363,3824
E0021,49,73,79,91,71,363,3825
E3640,57,85,68,69,84,363,3826
E9707,64,73,83,89,54,363,3827
E0529,42,43,87,99,92,363,3828
E5688,49,90,59,65,100,363,3829
E8195,97,56,91,70,49,363,3830
E2790,43,58,87,86,89,363,3831
E9457,79,44,40,99,100,362,3832
E5954,52,87,79,70,74,362,3833
E4965,69,75,91,57,70,362,3834
E1309,86,85,40,95,56,362,3835
E0704,60,68,98,95,41,362,3836
E9725,89,85,43,64,81,362,3837
E6061,81,88,54,87,52,362,3838
E0259,75,70,81,83,53,362,3839
E2591,94,45,100,51,72,362,3840
E3628,60,46,73,86,97,362,3841
E8320,43,79,68,78,94,362,3842
E4101,86,70,77,60,69,362,3843
E9793,91,54,76,83,58,362,3844
E3573,53,82,61,74,92,362,3845
E4570,63,90,50,77,82,362,3846
E1726,83,91,65,63,60,362,3847
E8100,85,77,51,53,96,362,3848
E4429,41,72,98,92,59,362,3849
E5540,68,82,63,66,83,362,3850
E8905,88,52,99,65,58,362,3851
E3089,84,43,97,66,72,362,3852
E0358,78,82,99,42,61,362,3853
E9726,42,100,52,81,87,362,3854
E5295,81,68,92,46,75,362,3855
E0271,50,98,65,88,61,362,3856
E6327,57,90,43,85,87,362,3857
E0929,88,58,78,55,83,362,3858
E9287,67,97,99,49,50,362,3859
E4765,83,74,76,89,40,362,3860
E1520,77,60,74,98,53,362,3861
E2470,58,90,63,79,72,362,3862
E1235,63,87,59,84,69,362,3863
E7405,71,64,51,84,92,362,3864
E3314,93,81,92,56,40,362,3865
E5247,58,70,52,100,82,362,3866
E3562,79,52,71,66,94,362,3867
E1514,70,83,97,49,63,362,3868
E5096,52,70,80,98,62,362,3869
E5302,79,88,76,76,43,362,3870
E6790,72,57,48,94,91,362,3871
E4123,98,77,94,42,51,362,3872
E2679,67,99,65,82,49,362,3873
E0884,66,52,95,69,80,362,3874
E6534,74,82,48,66,92,362,3875
E5282,66,85,99,47,65,362,3876
E5225,100,66,48,79,69,362,3877
E8912,96,93,54,73,46,362,3878
E3079,99,65,67,60,71,362,3879
E7192,97,63,74,49,79,362,3880
E0449,64,85,59,95,59,362,3881
E0636,48,92,86,49,87,362,3882
E5366,93,65,77,44,83,362,3883
E7242,75,63,83,65,76,362,3884
E8332,75,87,76,47,77,362,3885
E4018,88,71,46,60,97,362,3886
E1546,96,61,83,66,56,362,3887
E3816,81,51,83,59,88,362,3888
E5478,55,68,97,89,53,362,3889
E8697,72,43,87,77,83,362,3890
E7687,54,66,95,93,54,362,3891
E4247,89,66,53,60,94,362,3892
E1738,80,96,70,58,58,362,3893
E7027,75,96,62,51,78,362,3894
E2158,77,53,96,87,49,362,3895
E8430,92,54,64,97,55,362,3896
E0816,49,63,77,77,96,362,3897
E0074,89,91,45,81,56,362,3898
E0360,42,86,57,81,96,362,3899
E6596,84,99,54,84,41,362,3900
E8960,69,42,82,88,81,362,3901
E0626,97,83,48,42,92,362,3902
E0750,63,48,92,76,83,362,3903
E8794,60,74,60,69,99,362,3904
E3338,72,72,74,71,73,362,3905
E2934,41,86,91,49,95,362,3906
E1906,87,100,53,81,41,362,3907
E8417,42,59,89,88,84,362,3908
E0541,89,70,95,47,61,362,3909
E4539,91,84,64,46,77,362,3910
E8274,79,53,90,74,66,362,3911
E4861,44,92,46,82,98,362,3912
E8605,54,60,85,80,83,362,3913
E4956,59,87,41,85,90,362,3914
E2897,96,83,48,42,93,362,3915
E5343,48,92,97,49,76,362,3916
E4290,53,48,90,97,74,362,3917
E3812,82,100,43,87,50,362,3918
E9325,93,63,77,50,79,362,3919
E1306,47,95,98,52,70,362,3920
E2872,90,68,74,59,71,362,3921
E0652,82,94,71,71,44,362,3922
E1845,95,74,66,62,64,361,3923
E0326,52,58,85,72,94,361,3924
E2211,86,53,65,93,64,361,3925
E2186,63,91,57,98,52,361,3926
E3317,72,58,97,45,89,361,3927
E0684,89,79,62,67,64,361,3928
E0946,77,45,68,85,86,361,3929
E1851,50,54,100,62,95,361,3930
E7928,59,80,96,64,62,361,3931
E6744,47,96,69,76,73,361,3932
E8568,51,76,69,74,91,361,3933
E9113,76,66,97,59,63,361,3934
E2908,55,65,77,80,84,361,3935
E5421,53,67,51,94,96,361,3936
E5005,59,97,81,59,65,361,3937
E4192,80,65,90,54,72,361,3938
E4778,71,53,44,100,93,361,3939
E2644,86,80,79,60,56,361,3940
E9952,50,85,82,80,64,361,3941
E0581,77,90,46,66,82,361,3942
E7714,97,98,48,48,70,361,3943
E2307,66,60,81,100,54,361,3944
E7006,77,92,48,73,71,361,3945
E1097,67,92,41,69,92,361,3946
E2830,97,73,40,78,73,361,3947
E1991,56,73,98,45,89,361,3948
E1513,75,63,75,65,83,361,3949
E8899,41,47,91,93,89,361,3950
E2988,96,96,56,58,55,361,3951
E5162,73,60,91,42,95,361,3952
E3457,95,57,68,55,86,361,3953
E6599,88,97,51,83,42,361,3954
E7256,82,43,81,60,95,361,3955
E6169,53,58,80,80,90,361,3956
E3376,67,94,52,85,63,361,3957
E9358,88,79,50,46,98,361,3958
E5030,86,88,49,40,98,361,3959
E7333,69,78,82,70,62,361,3960
E5254,98,58,89,60,56,361,3961
E6754,63,72,100,54,72,361,3962
E0594,81,56,64,69,91,361,3963
E1814,48,98,91,45,79,361,3964
E6625,74,80,59,72,76,361,3965
E8677,48,73,78,71,91,361,3966
E1144,78,71,94,69,49,361,3967
E1927,77,78,80,47,79,361,3968
E6959,80,80,85,42,74,361,3969
E0931,90,75,50,46,100,361,3970
E8037,93,79,48,58,83,361,3971
E7326,87,84,60,44,86,361,3972
E6536,67,61,95,58,80,361,3973
E3591,79,85,56,95,46,361,3974
E2851,50,100,65,89,57,361,3975
E0808,81,81,71,80,48,361,3976
E9404,90,43,48,95,85,361,3977
E5974,64,48,73,92,84,361,3978
E4304,65,68,100,55,73,361,3979
E9498,49,86,93,86,47,361,3980
E5418,98,54,72,66,71,361,3981
E9169,73,76,92,77,43,361,3982
E5970,87,79,64,78,53,361,3983
E6689,52,63,77,87,82,361,3984
E4108,87,87,45,59,83,361,3985
E1497,49,79,68,67,98,361,3986
E4749,85,75,65,54,82,361,3987
E5968,74,97,77,72,41,361,3988
E1819,86,50,76,97,52,361,3989
E6256,51,72,76,88,74,361,3990
E8284,81,90,50,73,67,361,3991
E1688,86,92,98,40,45,361,3992
E2210,93,73,70,49,76,361,3993
E0431,79,63,85,77,57,361,3994
E6935,86,69,68,72,66,361,3995
E7753,68,87,73,60,73,361,3996
E2868,56,60,94,93,58,361,3997
E7125,87,73,87,69,45,361,3998
E7538,72,83,59,65,81,360,3999
E0467,98,53,44,77,88,360,4000
E6879,90,92,80,54,44,360,4001
E6310,40,80,81,80,79,360,4002
E5523,55,99,82,78,46,360,4003
E8531,73,66,56,68,97,360,4004
E0737,67,68,75,69,81,360,4005
E6758,63,72,72,97,56,360,4006
E3270,78,53,95,48,86,360,4007
E3135,76,100,71,57,56,360,4008
E5129,51,99,56,61,93,360,4009
E2786,73,54,98,65,70,360,4010
E8556,70,83,79,70,58,360,4011
E4530,81,65,75,88,51,360,4012
E7787,86,63,82,57,72,360,4013
E6476,85,99,54,65,57,360,4014
E7558,56,54,73,93,84,360,4015
E9576,47,87,66,87,73,360,4016
E5218,72,89,41,67,91,360,4017
E3955,64,93,65,42,96,360,4018
E2538,68,79,97,43,73,360,4019
E8050,69,42,73,78,98,360,4020
E5585,70,53,83,70,84,360,4021
E2297,97,52,81,55,75,360,4022
E7478,54,59,72,89,86,360,4023
E5525,79,88,65,77,51,360,4024
E2958,56,77,88,59,80,360,4025
E5993,93,83,50,46,88,360,4026
E8095,47,54,98,93,68,360,4027
E0687,79,89,64,82,46,360,4028
E4962,71,71,89,83,46,360,4029
E2228,98,69,67,60,66,360,4030
E7001,40,77,83,65,95,360,4031
E7154,43,65,84,75,93,360,4032
E3977,82,49,43,95,91,360,4033
E2006,89,70,67,70,64,360,4034
E9831,62,61,91,60,86,360,4035
E0697,68,58,59,93,82,360,4036
E1112,68,52,94,51,95,360,4037
E5052,58,97,42,88,75,360,4038
E9630,75,88,62,93,42,360,4039
E1126,79,48,68,92,73,360,4040
E0559,82,71,54,83,70,360,4041
E3040,46,60,94,91,69,360,4042
E9302,92,86,41,42,99,360,4043
E2446,73,84,80,82,41,360,4044
E2322,87,82,43,79,69,360,4045
E9064,97,45,100,57,61,360,4046
E3887,88,56,51,88,77,360,4047
E9776,69,90,58,45,98,360,4048
E5192,59,84,95,66,56,360,4049
E0422,48,86,90,77,59,360,4050
E5534,59,47,81,100,73,360,4051
E5285,42,81,86,54,97,360,4052
E5367,55,61,91,75,78,360,4053
E0790,55,100,75,46,84,360,4054
E5505,64,87,56,82,71,360,4055
E6203,73,85,72,53,77,360,4056
E3718,51,71,67,100,71,360,4057
E8610,71,68,86,72,63,360,4058
E4911,99,61,55,45,100,360,4059
E9399,59,99,74,57,71,360,4060
E8764,45,55,97,92,71,360,4061
E1191,97,78,56,86,43,360,4062
E8502,68,46,75,83,88,360,4063
E0641,78,64,83,77,58,360,4064
E2359,61,86,74,97,42,360,4065
E6236,59,97,64,82,58,360,4066
E3240,75,82,76,83,44,360,4067
E5579,83,55,69,89,64,360,4068
E3347,99,59,54,83,65,360,4069
E7496,99,65,60,82,54,360,4070
E8731,70,79,68,95,48,360,4071
E9551,68,59,82,75,76,360,4072
E5908,75,73,83,45,84,360,4073
E6492,40,93,42,92,93,360,4074
E0547,44,85,86,89,56,360,4075
E2607,77,55,93,64,71,360,4076
E1332,77,66,55,85,77,360,4077
E9534,62,76,97,79,46,360,4078
E0254,92,49,63,57,99,360,4079
E7058,97,70,64,57,72,360,4080
E1022,86,80,43,56,95,360,4081
E0785,73,68,57,69,93,360,4082
E3013,56,86,64,91,63,360,4083
E7920,56,89,97,75,43,360,4084
E1935,80,96,43,43,98,360,4085
E3329,41,96,91,91,41,360,4086
E9542,43,72,73,86,86,360,4087
E0497,82,81,54,87,56,360,4088
E5550,55,85,55,67,98,360,4089
E4155,91,91,52,70,56,360,4090
E0690,83,96,73,68,40,360,4091
E3981,86,52,86,43,93,360,4092
E4514,97,50,79,58,76,360,4093
E4927,60,59,62,90,89,360,4094
E4679,42,70,85,86,77,360,4095
E3305,63,77,68,71,81,360,4096
E1671,93,84,77,41,65,360,4097
E9988,64,88,83,43,81,359,4098
E0921,55,96,88,54,66,359,4099
E2043,93,48,86,88,44,359,4100
E5086,44,96,45,76,98,359,4101
E9829,81,76,58,80,64,359,4102
E2331,50,100,42,81,86,359,4103
E5522,50,87,97,84,41,359,4104
E8753,77,81,93,45,63,359,4105
E4789,54,70,83,71,81,359,4106
E1674,61,85,55,81,77,359,4107
E4606,55,73,41,100,90,359,4108
E0838,93,76,66,51,73,359,4109
E4839,78,70,84,43,84,359,4110
E5890,50,60,91,76,82,359,4111
E8212,42,92,53,81,91,359,4112
E9334,98,58,95,40,68,359,4113
E6698,60,97,91,47,64,359,4114
E3841,87,99,73,45,55,359,4115
E2795,94,58,42,87,78,359,4116
E8930,53,75,46,90,95,359,4117
E2952,92,78,46,90,53,359,4118
E7880,54,58,97,61,89,359,4119
E5381,73,59,75,91,61,359,4120
E0249,47,49,95,90,78,359,4121
E4041,98,40,77,53,91,359,4122
E6939,47,59,80,83,90,359,4123
E2038,46,78,67,91,77,359,4124
E4935,50,42,100,84,83,359,4125
E2354,65,73,47,89,85,359,4126
E6399,90,79,86,43,61,359,4127
E6234,61,88,69,79,62,359,4128
E0165,54,84,70,82,69,359,4129
E8069,99,41,94,64,61,359,4130
E0888,41,78,56,88,96,359,4131
E7802,47,60,99,65,88,359,4132
E7927,61,52,76,100,70,359,4133
E2159,83,97,51,54,74,359,4134
E2303,86,72,95,42,64,359,4135
E7567,43,45,99,75,97,359,4136
E5609,100,75,80,50,54,359,4137
E2955,69,82,66,79,63,359,4138
E2418,45,85,53,99,77,359,4139
E6852,96,76,91,47,49,359,4140
E7822,64,44,91,70,90,359,4141
E1744,94,74,53,76,62,359,4142
E1267,70,58,94,80,57,359,4143
E8144,53,89,88,60,69,359,4144
E9424,95,100,57,59,48,359,4145
E4224,86,72,99,46,56,359,4146
E7287,66,63,81,75,74,359,4147
E5408,87,83,57,67,65,359,4148
E3090,89,87,50,47,86,359,4149
E4595,74,61,98,81,45,359,4150
E2946,45,88,85,62,79,359,4151
E1442,41,61,81,100,76,359,4152
E4144,77,63,95,41,83,359,4153
E3125,82,100,49,62,66,359,4154
E3546,99,58,62,45,95,359,4155
E0531,87,48,92,82,50,359,4156
E5419,45,80,99,92,43,359,4157
E3482,85,75,57,83,59,359,4158
E0733,65,83,72,44,95,359,4159
E3365,81,62,90,47,79,359,4160
E2409,93,64,86,76,40,359,4161
E6296,79,40,89,81,70,359,4162
E5643,73,84,99,42,61,359,4163
E3230,50,90,100,57,62,359,4164
E5298,70,73,76,80,60,359,4165
E4926,87,65,41,89,77,359,4166
E6268,50,75,71,88,75,359,4167
E8171,71,85,81,45,77,359,4168
E6661,64,66,59,71,99,359,4169
E1243,96,94,41,77,51,359,4170
E0195,56,43,76,90,94,359,4171
E5097,87,45,84,53,90,359,4172
E5558,85,60,40,98,76,359,4173
E0948,67,81,52,59,100,359,4174
E4534,84,64,44,91,76,359,4175
E6443,44,100,45,76,94,359,4176
E1992,42,97,84,41,95,359,4177
E2518,92,70,46,92,59,359,4178
E4901,79,48,63,83,86,359,4179
E2697,95,55,99,63,47,359,4180
E9158,72,77,82,46,82,359,4181
E5948,77,46,50,88,98,359,4182
E9666,75,76,69,89,50,359,4183
E0375,63,60,95,81,60,359,4184
E9736,59,89,83,48,79,358,4185
E5059,95,85,64,48,66,358,4186
E2438,77,55,87,82,57,358,4187
E3711,71,55,68,72,92,358,4188
E0120,99,40,92,41,86,358,4189
E6553,42,91,68,71,86,358,4190
E1664,81,55,95,59,68,358,4191
E8810,63,93,78,44,80,358,4192
E3215,76,77,83,67,55,358,4193
E8495,67,61,68,93,69,358,4194
E3453,82,67,76,84,49,358,4195
E6572,61,91,67,45,94,358,4196
E9675,65,73,91,83,46,358,4197
E4829,89,54,69,92,54,358,4198
E7223,49,76,76,70,87,358,4199
E0567,91,45,81,100,41,358,4200
E6710,63,82,40,93,80,358,4201
E9846,54,95,98,44,67,358,4202
E7796,67,50,51,99,91,358,4203
E4550,72,100,48,59,79,358,4204
E2933,77,71,92,66,52,358,4205
E8875,54,66,87,63,88,358,4206
E2184,98,71,46,91,52,358,4207
E4880,79,71,73,84,51,358,4208
E3790,55,98,43,84,78,358,4209
E6685,98,98,53,44,65,358,4210
E7364,78,91,42,85,62,358,4211
E5577,61,52,94,66,85,358,4212
E7298,58,99,82,52,67,358,4213
E2901,92,55,47,76,88,358,4214
E9795,63,71,74,67,83,358,4215
E5151,83,40,78,57,100,358,4216
E6577,88,67,93,55,55,358,4217
E4948,89,69,92,54,54,358,4218
E1661,85,64,96,73,40,358,4219
E5054,75,91,65,46,81,358,4220
E0184,54,52,87,76,89,358,4221
E4081,73,83,70,63,69,358,4222
E3906,56,68,92,62,80,358,4223
E9366,40,89,73,64,92,358,4224
E6217,51,89,74,79,65,358,4225
E1297,77,94,45,90,52,358,4226
E9871,83,78,49,76,72,358,4227
E8854,64,69,93,77,55,358,4228
E6512,52,81,62,94,69,358,4229
E7705,48,70,66,95,79,358,4230
E1275,86,77,55,42,98,358,4231
E5186,48,82,80,54,94,358,4232
E2276,80,82,55,68,73,358,4233
E8765,86,44,94,68,66,358,4234
E7107,53,95,92,62,56,358,4235
E4222,96,49,57,67,89,358,4236
E0600,41,73,86,91,67,358,4237
E5042,44,84,65,80,85,358,4238
E1831,49,98,61,84,66,358,4239
E4975,50,64,81,77,86,358,4240
E9344,96,67,78,48,69,358,4241
